Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Resolution_Duration,Response_Duration,Priority_Score,Performance_Bucket
Closed,1487,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-03-02 23:55:40,2023-03-03 23:55:40,2023-03-02 23:57:40,2023-03-02 23:57:33.612,Within SLA,2023-03-03 04:43:25.931,Within SLA,2023-03-07 05:05:17.796,5.0,4.0,Ready to use Software,Tier 1,France,48.864716,2.349014,4.796091944444445,0.031558888888888886,1,Fast
Resolved,1488,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-03-02 03:37:30,2023-03-04 03:37:30,2023-03-02 04:37:30,2023-03-02 06:50:04.399,SLA Violated,2023-03-03 02:13:16.196,Within SLA,,1.0,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726,22.596165555555555,3.2095552777777776,1,Average
Closed,1489,High,Phone,Feature request,1st line support,Kristos Westoll,2023-03-02 07:15:57,2023-03-04 07:15:57,2023-03-02 07:17:57,2023-03-02 07:21:51.594,SLA Violated,2023-03-03 09:51:09.628,Within SLA,2023-03-05 08:03:28.711,2.0,4.0,Ready to use Software,Tier 1,Germany,51.165691,10.451526,26.58684111111111,0.09849833333333333,3,Average
Resolved,1490,Low,Chat,Bug report,2nd line support,Heather Urry,2023-03-02 20:46:03,2023-03-03 20:46:03,2023-03-02 20:48:03,2023-03-02 20:47:32.135,Within SLA,2023-03-03 07:27:25.960,Within SLA,,5.0,,Ready to use Software,Tier 2,Greece,39.368279,21.863141,10.68971111111111,0.024759722222222225,1,Fast
Resolved,1491,Low,Chat,Other,2nd line support,Adolpho Messingham,2023-03-02 00:14:40,2023-03-03 00:14:40,2023-03-02 00:16:40,2023-03-02 00:16:05.985,Within SLA,2023-03-02 06:22:48.976,Within SLA,,3.0,,Custom software development,Tier 2,Bulgaria,42.7249925,25.4833039,6.1358266666666665,0.02388472222222222,1,Fast
Resolved,1492,Low,Email,Feature request,1st line support,Nicola Wane,2023-03-02 12:11:42,2023-03-04 12:11:42,2023-03-02 13:11:42,2023-03-02 12:58:52.179,Within SLA,2023-03-03 04:06:41.223,Within SLA,,1.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565,15.916450833333332,0.7861608333333333,1,Average
Closed,1493,Low,Email,Product setup,1st line support,Connor Danielovitch,2023-03-02 04:22:49,2023-03-04 04:22:49,2023-03-02 05:22:49,2023-03-02 04:34:46.218,Within SLA,2023-03-03 20:18:32.636,Within SLA,2023-03-05 09:38:47.253,9.0,5.0,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039,39.92878777777778,0.19922722222222222,1,Slow
Closed,1494,Medium,Email,Product setup,1st line support,Bernard Beckley,2023-03-02 15:32:25,2023-03-04 15:32:25,2023-03-02 16:32:25,2023-03-02 15:34:54.081,Within SLA,2023-03-02 21:26:25.713,Within SLA,2023-03-07 10:27:15.827,9.0,1.0,Other,Tier 1,United Kingdom,55.378052,-3.435973,5.900198055555555,0.041411388888888886,2,Fast
In progress,1495,Medium,Chat,Feature request,1st line support,Connor Danielovitch,2023-03-02 17:46:57,2023-03-03 17:46:57,2023-03-02 17:48:57,2023-03-02 17:48:48.406,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 1,France,48.864716,2.349014,,0.030946111111111112,2,
Resolved,1496,Medium,Phone,Feature request,1st line support,Kristos Westoll,2023-03-02 22:28:26,2023-03-04 22:28:26,2023-03-02 22:30:26,2023-03-02 22:30:35.379,SLA Violated,2023-03-07 10:24:18.979,SLA Violated,,1.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106,107.93138305555556,0.03593861111111111,2,Slow
Resolved,1497,Medium,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-03-03 16:18:18,2023-03-04 16:18:18,2023-03-03 16:20:18,2023-03-03 16:19:41.198,Within SLA,2023-03-09 02:46:45.623,SLA Violated,,6.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106,130.47433972222223,0.023110555555555554,2,Slow
In progress,1498,Low,Email,Product setup,1st line support,Kristos Westoll,2023-03-03 13:32:16,2023-03-05 13:32:16,2023-03-03 14:32:16,2023-03-03 14:28:06.854,Within SLA,,SLA Violated,,2.0,,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639,,0.9307927777777777,1,
Resolved,1499,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-03-03 21:03:44,2023-03-04 21:03:44,2023-03-03 21:05:44,2023-03-03 21:03:46.012,Within SLA,2023-03-04 14:17:01.482,Within SLA,,8.0,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726,17.22152277777778,0.0005588888888888889,1,Average
In progress,1500,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-03-03 06:08:20,2023-03-05 06:08:20,2023-03-03 07:08:20,2023-03-03 06:46:13.723,Within SLA,,SLA Violated,,1.0,,Custom software development,Tier 1,Greece,39.368279,21.863141,,0.6315897222222222,2,
Closed,1501,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-03-04 07:14:23,2023-03-06 07:14:23,2023-03-04 08:14:23,2023-03-04 08:13:36.818,Within SLA,2023-03-05 06:47:21.650,Within SLA,2023-03-07 16:51:38.751,6.0,3.0,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,23.549625,0.9871716666666668,1,Average
Resolved,1502,Low,Chat,Other,1st line support,Connor Danielovitch,2023-03-04 18:27:23,2023-03-05 18:27:23,2023-03-04 18:29:23,2023-03-04 18:27:30.196,Within SLA,2023-03-05 06:00:44.602,Within SLA,,60.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141,11.556000555555554,0.001998888888888889,1,Fast
In progress,1503,Low,Email,Other,1st line support,Nicola Wane,2023-03-04 10:20:16,2023-03-06 10:20:16,2023-03-04 11:20:16,2023-03-04 15:18:01.092,SLA Violated,,SLA Violated,,9.0,,Custom software development,Tier 1,Austria,47.6964719,13.3457347,,4.962525555555556,1,
Resolved,1504,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-03-04 17:46:47,2023-03-06 17:46:47,2023-03-04 18:46:47,2023-03-04 18:36:48.585,Within SLA,2023-03-05 18:51:13.414,Within SLA,,5.0,,Other,Tier 1,Poland,52.536273,19.050639,25.07400388888889,0.8337736111111111,1,Average
Closed,1512,High,Email,Pricing and licensing,1st line support,Nicola Wane,2023-03-05 15:14:42,2023-03-07 15:14:42,2023-03-05 16:14:42,2023-03-05 15:41:36.370,Within SLA,2023-03-06 10:13:39.141,Within SLA,2023-03-07 15:04:50.492,1.0,4.0,Custom software development,Tier 1,Poland,52.536273,19.050639,18.98253916666667,0.4484361111111111,3,Average
Closed,1513,Low,Chat,Training request,2nd line support,Adolpho Messingham,2023-03-05 03:42:25,2023-03-06 03:42:25,2023-03-05 03:44:25,2023-03-05 03:43:46.463,Within SLA,2023-03-05 04:06:03.872,Within SLA,2023-03-07 23:00:17.604,6.0,4.0,Training and Consulting Services,Tier 2,Greece,39.368279,21.863141,0.39413111111111115,0.02262861111111111,1,Fast
Closed,1514,Low,Email,Feature request,1st line support,Nicola Wane,2023-03-05 07:03:21,2023-03-07 07:03:21,2023-03-05 08:03:21,2023-03-05 08:00:54.748,Within SLA,2023-03-07 04:09:54.002,Within SLA,2023-03-11 16:51:12.613,3.0,3.0,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347,45.109167222222226,0.9593744444444444,1,Slow
Resolved,1515,Low,Email,Feature request,1st line support,Nicola Wane,2023-03-05 04:57:01,2023-03-07 04:57:01,2023-03-05 05:57:01,2023-03-05 05:36:34.490,Within SLA,2023-03-06 23:59:58.498,Within SLA,,2.0,,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126,43.049305,0.6593027777777777,1,Slow
Resolved,1516,Low,Email,Other,1st line support,Kristos Westoll,2023-03-05 07:34:22,2023-03-07 07:34:22,2023-03-05 08:34:22,2023-03-05 07:45:47.230,Within SLA,2023-03-06 16:20:26.657,Within SLA,,2.0,,Custom software development,Tier 1,Germany,51.165691,10.451526,32.76796027777778,0.19034166666666666,1,Average
Closed,1517,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-03-06 10:44:14,2023-03-07 10:44:14,2023-03-06 10:46:14,2023-03-06 10:45:59.806,Within SLA,2023-03-09 07:26:39.944,SLA Violated,2023-03-10 00:31:41.524,6.0,4.0,Ready to use Software,Tier 1,Greece,39.368279,21.863141,68.70720666666666,0.029390555555555555,1,Slow
Closed,1518,Low,Chat,Feature request,1st line support,Connor Danielovitch,2023-03-06 10:48:32,2023-03-07 10:48:32,2023-03-06 10:50:32,2023-03-06 10:49:22.379,Within SLA,2023-03-06 11:41:58.096,Within SLA,2023-03-11 23:48:58.164,7.0,4.0,Ready to use Software,Tier 1,Italy,43.036776,12.678565,0.8905822222222223,0.013994166666666667,1,Fast
Closed,1519,Low,Phone,Pricing and licensing,2nd line support,Heather Urry,2023-03-06 07:01:46,2023-03-08 07:01:46,2023-03-06 07:03:46,2023-03-06 07:03:33.984,Within SLA,2023-03-06 12:51:27.351,Within SLA,2023-03-12 16:05:11.577,4.0,4.0,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973,5.828153055555555,0.029995555555555553,1,Fast
In progress,1520,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-03-06 21:19:53,2023-03-07 21:19:53,2023-03-06 21:21:53,2023-03-06 21:21:26.212,Within SLA,,SLA Violated,,6.0,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039,,0.025892222222222223,1,
In progress,1521,Low,Chat,Pricing and licensing,2nd line support,Heather Urry,2023-03-06 10:20:35,2023-03-07 10:20:35,2023-03-06 10:22:35,2023-03-06 10:23:37.021,SLA Violated,,SLA Violated,,6.0,,Ready to use Software,Tier 2,Italy,43.036776,12.678565,,0.050561388888888885,1,
Closed,1522,Medium,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-03-06 06:16:39,2023-03-08 06:16:39,2023-03-06 07:16:39,2023-03-06 10:22:09.467,SLA Violated,2023-03-07 21:24:53.104,Within SLA,2023-03-08 08:17:22.292,8.0,4.0,Other,Tier 1,Czech Republic,49.8037633,15.4749126,39.13725111111111,4.091796388888889,2,Slow
Closed,1523,High,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-03-06 12:24:32,2023-03-07 12:24:32,2023-03-06 12:26:32,2023-03-06 12:24:54.439,Within SLA,2023-03-06 23:54:50.698,Within SLA,2023-03-12 03:34:47.625,3.0,3.0,Other,Tier 1,Republic of Ireland,53.094024,-8.019675,11.505193888888888,0.006233055555555556,3,Fast
Closed,1524,Medium,Chat,Feature request,1st line support,Bernard Beckley,2023-03-06 07:24:21,2023-03-07 07:24:21,2023-03-06 07:26:21,2023-03-06 07:25:32.894,Within SLA,2023-03-06 13:09:32.115,Within SLA,2023-03-09 07:28:21.778,4.0,4.0,Custom software development,Tier 1,France,48.864716,2.349014,5.7530875,0.019970555555555557,2,Fast
Resolved,1525,High,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-03-06 15:56:32,2023-03-08 15:56:32,2023-03-06 16:56:32,2023-03-06 16:19:03.236,Within SLA,2023-03-07 08:25:54.760,Within SLA,,4.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106,16.489655555555554,0.37534333333333336,3,Average
In progress,1526,Medium,Email,Bug report,1st line support,Nicola Wane,2023-03-06 07:21:44,2023-03-08 07:21:44,2023-03-06 08:21:44,2023-03-06 07:57:55.555,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565,,0.6032097222222221,2,
In progress,1527,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-03-06 18:06:51,2023-03-08 18:06:51,2023-03-06 19:06:51,2023-03-06 18:27:13.455,Within SLA,,SLA Violated,,7.0,,Training and Consulting Services,Tier 2,United Kingdom,55.378052,-3.435973,,0.3395708333333333,3,
Resolved,1528,Low,Phone,Pricing and licensing,1st line support,Connor Danielovitch,2023-03-06 04:37:11,2023-03-08 04:37:11,2023-03-06 04:39:11,2023-03-06 04:37:27.343,Within SLA,2023-03-07 18:57:15.976,Within SLA,,3.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,38.334715555555555,0.004539722222222222,1,Slow
Closed,1529,Medium,Chat,Feature request,2nd line support,Adolpho Messingham,2023-03-06 04:25:30,2023-03-07 04:25:30,2023-03-06 04:27:30,2023-03-06 04:26:31.163,Within SLA,2023-03-06 08:39:09.325,Within SLA,2023-03-10 17:48:50.378,9.0,5.0,Ready to use Software,Tier 2,Germany,51.165691,10.451526,4.227590277777778,0.016989722222222222,2,Fast
Resolved,1530,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-03-07 13:30:45,2023-03-08 13:30:45,2023-03-07 13:32:45,2023-03-07 13:31:29.956,Within SLA,2023-03-11 01:36:14.400,SLA Violated,,4.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126,84.09150000000001,0.012487777777777778,1,Slow
Closed,1531,Low,Phone,Product setup,1st line support,Connor Danielovitch,2023-03-07 21:19:19,2023-03-09 21:19:19,2023-03-07 21:21:19,2023-03-07 21:24:44.786,SLA Violated,2023-03-09 18:59:49.361,Within SLA,2023-03-10 14:58:07.500,1.0,5.0,Ready to use Software,Tier 1,Germany,51.165691,10.451526,45.67510027777778,0.09049611111111111,1,Slow
Resolved,1532,Low,Email,Feature request,1st line support,Kristos Westoll,2023-03-07 05:15:02,2023-03-09 05:15:02,2023-03-07 06:15:02,2023-03-07 06:03:00.178,Within SLA,2023-03-08 19:41:50.814,Within SLA,,1.0,,Other,Tier 1,United Kingdom,55.378052,-3.435973,38.446892777777784,0.7994938888888888,1,Slow
Resolved,1533,High,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-03-07 23:13:52,2023-03-09 23:13:52,2023-03-08 00:13:52,2023-03-07 23:20:55.983,Within SLA,2023-03-09 07:21:43.558,Within SLA,,9.0,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973,32.130988333333335,0.11777305555555556,3,Average
Closed,1534,High,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-03-07 20:40:50,2023-03-09 20:40:50,2023-03-07 21:40:50,2023-03-07 21:03:30.777,Within SLA,2023-03-08 18:36:35.736,Within SLA,2023-03-11 16:22:32.976,1.0,4.0,Custom software development,Tier 1,Austria,47.6964719,13.3457347,21.929371111111113,0.3779936111111111,3,Average
Resolved,1535,Medium,Email,Feature request,2nd line support,Michele Whyatt,2023-03-07 19:26:05,2023-03-09 19:26:05,2023-03-07 20:26:05,2023-03-07 19:29:49.689,Within SLA,2023-03-09 16:27:17.333,Within SLA,,2.0,,Other,Tier 2,United Kingdom,55.378052,-3.435973,45.020092500000004,0.06241361111111111,2,Slow
Resolved,1536,Medium,Email,Product setup,1st line support,Nicola Wane,2023-03-07 02:09:56,2023-03-09 02:09:56,2023-03-07 03:09:56,2023-03-07 02:27:03.017,Within SLA,2023-03-08 13:46:05.491,Within SLA,,5.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106,35.60263638888889,0.2852825,2,Slow
Closed,1537,Low,Chat,Product setup,1st line support,Bernard Beckley,2023-03-08 01:02:26,2023-03-09 01:02:26,2023-03-08 01:04:26,2023-03-08 01:03:37.543,Within SLA,2023-03-08 12:54:44.249,Within SLA,2023-03-14 12:24:12.324,5.0,4.0,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106,11.871735833333334,0.019873055555555557,1,Fast
Closed,1538,High,Email,Product setup,1st line support,Nicola Wane,2023-03-08 10:00:28,2023-03-10 10:00:28,2023-03-08 11:00:28,2023-03-08 10:02:00.549,Within SLA,2023-03-09 18:21:32.197,Within SLA,2023-03-13 06:45:17.240,1.0,5.0,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565,32.35116583333333,0.025708055555555557,3,Average
Resolved,1539,Low,Email,Bug report,2nd line support,Heather Urry,2023-03-08 19:03:39,2023-03-10 19:03:39,2023-03-08 20:03:39,2023-03-08 19:17:35.924,Within SLA,2023-03-08 23:27:56.675,Within SLA,,10.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526,4.404909722222222,0.23247888888888887,1,Fast
Closed,1540,Low,Email,Bug report,2nd line support,Heather Urry,2023-03-08 02:37:45,2023-03-10 02:37:45,2023-03-08 03:37:45,2023-03-08 02:43:28.288,Within SLA,2023-03-09 09:09:20.678,Within SLA,2023-03-15 07:13:59.346,4.0,3.0,Training and Consulting Services,Tier 2,Germany,51.165691,10.451526,30.526577222222222,0.09535777777777778,1,Average
Resolved,1541,Medium,Chat,Product setup,1st line support,Kristos Westoll,2023-03-08 19:55:45,2023-03-09 19:55:45,2023-03-08 19:57:45,2023-03-08 19:56:12.462,Within SLA,2023-03-08 22:25:39.310,Within SLA,,60.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,2.498419444444444,0.007628333333333333,2,Fast
Closed,1542,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-03-08 06:49:26,2023-03-09 06:49:26,2023-03-08 06:51:26,2023-03-08 06:52:21.025,SLA Violated,2023-03-11 03:05:33.786,SLA Violated,2023-03-11 05:12:53.852,6.0,4.0,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,68.26882944444445,0.04861805555555556,1,Slow
Closed,1543,Medium,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-03-08 18:53:10,2023-03-09 18:53:10,2023-03-08 18:55:10,2023-03-08 18:54:53.764,Within SLA,2023-03-10 15:18:29.698,SLA Violated,2023-03-11 22:21:07.839,9.0,4.0,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639,44.422138333333336,0.028823333333333333,2,Slow
Closed,1544,Low,Chat,Product setup,1st line support,Connor Danielovitch,2023-03-08 21:01:00,2023-03-09 21:01:00,2023-03-08 21:03:00,2023-03-08 21:02:08.404,Within SLA,2023-03-09 11:28:21.167,Within SLA,2023-03-12 02:19:28.739,6.0,4.0,Custom software development,Tier 1,France,48.864716,2.349014,14.455879722222223,0.01900111111111111,1,Fast
In progress,1545,Low,Chat,Feature request,1st line support,Bernard Beckley,2023-03-08 19:24:41,2023-03-09 19:24:41,2023-03-08 19:26:41,2023-03-08 19:30:31.453,SLA Violated,,SLA Violated,,6.0,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039,,0.09734805555555555,1,
In progress,1546,Medium,Chat,Other,2nd line support,Heather Urry,2023-03-08 01:14:25,2023-03-09 01:14:25,2023-03-08 01:16:25,2023-03-08 01:16:08.969,Within SLA,,SLA Violated,,4.0,,Custom software development,Tier 2,Italy,43.036776,12.678565,,0.028880277777777776,2,
Resolved,1547,Low,Email,Other,2nd line support,Adolpho Messingham,2023-03-08 16:10:52,2023-03-10 16:10:52,2023-03-08 17:10:52,2023-03-08 17:01:41.478,Within SLA,2023-03-10 06:07:39.025,Within SLA,,3.0,,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347,37.946395833333334,0.8470772222222223,1,Slow
Closed,1548,Medium,Email,Other,1st line support,Nicola Wane,2023-03-08 07:47:06,2023-03-10 07:47:06,2023-03-08 08:47:06,2023-03-08 15:27:01.293,SLA Violated,2023-03-09 17:09:31.186,Within SLA,2023-03-15 20:16:12.640,4.0,2.0,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565,33.37366277777778,7.665359166666667,2,Average
In progress,1549,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-03-08 19:22:33,2023-03-09 19:22:33,2023-03-08 19:24:33,2023-03-08 19:22:43.131,Within SLA,,SLA Violated,,9.0,,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675,,0.0028141666666666666,1,
Resolved,1550,Low,Chat,Feature request,1st line support,Bernard Beckley,2023-03-09 07:31:05,2023-03-10 07:31:05,2023-03-09 07:33:05,2023-03-09 07:31:46.899,Within SLA,2023-03-09 18:22:37.688,Within SLA,,5.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639,10.85908,0.011638611111111112,1,Fast
Closed,1551,High,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-03-09 18:37:17,2023-03-11 18:37:17,2023-03-09 19:37:17,2023-03-09 18:50:07.066,Within SLA,2023-03-10 18:31:50.215,Within SLA,2023-03-15 04:39:09.457,3.0,4.0,Other,Tier 1,Bulgaria,42.7249925,25.4833039,23.90922638888889,0.21390722222222222,3,Average
Closed,1552,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-03-09 05:24:36,2023-03-11 05:24:36,2023-03-09 06:24:36,2023-03-09 06:07:16.582,Within SLA,2023-03-10 19:09:51.543,Within SLA,2023-03-10 17:01:09.153,2.0,1.0,Custom software development,Tier 1,Austria,47.6964719,13.3457347,37.7543175,0.7112727777777778,1,Slow
In progress,1553,Medium,Email,Feature request,1st line support,Connor Danielovitch,2023-03-09 22:52:40,2023-03-11 22:52:40,2023-03-09 23:52:40,2023-03-09 22:53:38.525,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565,,0.016256944444444445,2,
Closed,1556,High,Email,Product setup,1st line support,Bernard Beckley,2023-03-09 20:08:56,2023-03-11 20:08:56,2023-03-09 21:08:56,2023-03-09 20:26:57.149,Within SLA,2023-03-10 17:53:36.606,Within SLA,2023-03-11 06:54:20.584,3.0,3.0,Other,Tier 1,United Kingdom,55.378052,-3.435973,21.74461277777778,0.30031916666666664,3,Average
Resolved,1557,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-03-09 01:51:28,2023-03-11 01:51:28,2023-03-09 02:51:28,2023-03-09 02:21:02.287,Within SLA,2023-03-11 00:55:05.989,Within SLA,,3.0,,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675,47.0605525,0.4928575,2,Slow
Closed,1560,High,Email,Feature request,2nd line support,Michele Whyatt,2023-03-10 04:09:11,2023-03-12 04:09:11,2023-03-10 05:09:11,2023-03-10 04:34:11.339,Within SLA,2023-03-11 15:42:37.374,Within SLA,2023-03-13 15:37:11.518,2.0,3.0,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347,35.55732611111111,0.4167608333333333,3,Slow
Closed,1561,Low,Chat,Feature request,2nd line support,Adolpho Messingham,2023-03-10 17:41:12,2023-03-11 17:41:12,2023-03-10 17:43:12,2023-03-10 17:42:58.940,Within SLA,2023-03-11 03:12:53.991,Within SLA,2023-03-11 18:26:04.263,6.0,3.0,Other,Tier 2,United Kingdom,55.378052,-3.435973,9.528330833333333,0.029705555555555554,1,Fast
In progress,1562,Low,Email,Feature request,2nd line support,Adolpho Messingham,2023-03-10 00:32:45,2023-03-12 00:32:45,2023-03-10 01:32:45,2023-03-10 01:13:09.458,Within SLA,,SLA Violated,,2.0,,Other,Tier 2,United Kingdom,55.378052,-3.435973,,0.6734605555555556,1,
Resolved,1563,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-03-10 00:43:40,2023-03-11 00:43:40,2023-03-10 00:45:40,2023-03-10 00:45:17.711,Within SLA,2023-03-10 14:07:43.309,Within SLA,,3.0,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039,13.400919166666666,0.027141944444444444,1,Fast
Closed,1565,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-03-10 06:44:13,2023-03-12 06:44:13,2023-03-10 07:44:13,2023-03-10 07:40:30.264,Within SLA,2023-03-10 22:31:11.103,Within SLA,2023-03-13 13:36:51.329,8.0,3.0,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,15.78280638888889,0.9381288888888889,2,Average
In progress,1567,Medium,Email,Other,1st line support,Connor Danielovitch,2023-03-11 22:08:57,2023-03-13 22:08:57,2023-03-11 23:08:57,2023-03-11 22:37:09.744,Within SLA,,SLA Violated,,3.0,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347,,0.47020666666666666,2,
Resolved,1568,Medium,Email,Product setup,1st line support,Sheela Cutten,2023-03-11 04:34:35,2023-03-13 04:34:35,2023-03-11 05:34:35,2023-03-11 05:02:24.283,Within SLA,2023-03-12 00:49:06.972,Within SLA,,4.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126,20.242214444444443,0.4636897222222222,2,Average
Resolved,1573,Low,Email,Product setup,2nd line support,Heather Urry,2023-03-11 01:06:38,2023-03-13 01:06:38,2023-03-11 02:06:38,2023-03-11 01:50:22.194,Within SLA,2023-03-12 00:53:41.562,Within SLA,,2.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973,23.784322777777778,0.7289427777777777,1,Average
Resolved,1574,Medium,Chat,Other,1st line support,Nicola Wane,2023-03-11 15:34:51,2023-03-12 15:34:51,2023-03-11 15:36:51,2023-03-11 15:35:13.796,Within SLA,2023-03-12 09:31:06.952,Within SLA,,6.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,17.937764444444444,0.006332222222222222,2,Average
Resolved,1575,High,Email,Feature request,1st line support,Sheela Cutten,2023-03-12 03:04:01,2023-03-14 03:04:01,2023-03-12 04:04:01,2023-03-12 03:31:01.238,Within SLA,2023-03-15 23:42:24.741,SLA Violated,,3.0,,Custom software development,Tier 1,Italy,43.036776,12.678565,92.63992805555554,0.4500661111111111,3,Slow
Resolved,1576,Low,Email,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-03-12 01:00:06,2023-03-14 01:00:06,2023-03-12 02:00:06,2023-03-12 01:46:15.414,Within SLA,2023-03-12 05:29:28.060,Within SLA,,2.0,,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347,4.489461111111111,0.7692816666666668,1,Fast
Closed,1577,Medium,Email,Bug report,1st line support,Connor Danielovitch,2023-03-12 19:12:49,2023-03-14 19:12:49,2023-03-12 20:12:49,2023-03-12 19:48:43.328,Within SLA,2023-03-13 03:38:18.000,Within SLA,2023-03-18 07:48:25.482,8.0,3.0,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,8.424722222222222,0.5984244444444444,2,Fast
Closed,1581,Low,Email,Bug report,2nd line support,Michele Whyatt,2023-03-13 15:58:26,2023-03-15 15:58:26,2023-03-13 16:58:26,2023-03-13 16:19:06.640,Within SLA,2023-03-14 23:11:28.327,Within SLA,2023-03-16 15:44:35.472,6.0,4.0,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039,31.217313055555557,0.3446222222222223,1,Average
Resolved,1582,Low,Phone,Purchasing and invoicing,1st line support,Nicola Wane,2023-03-13 11:05:16,2023-03-15 11:05:16,2023-03-13 11:07:16,2023-03-13 11:05:29.359,Within SLA,2023-03-15 09:34:06.827,Within SLA,,3.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639,46.48078527777778,0.0037108333333333333,1,Slow
Closed,1583,Medium,Chat,Training request,1st line support,Kristos Westoll,2023-03-13 05:33:38,2023-03-14 05:33:38,2023-03-13 05:35:38,2023-03-13 05:35:00.469,Within SLA,2023-03-14 00:01:28.087,Within SLA,2023-03-17 06:57:34.136,3.0,5.0,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639,18.463913055555555,0.022908055555555553,2,Average
In progress,1584,Low,Chat,Feature request,1st line support,Connor Danielovitch,2023-03-13 13:19:39,2023-03-14 13:19:39,2023-03-13 13:21:39,2023-03-13 13:20:29.078,Within SLA,,SLA Violated,,9.0,,Other,Tier 1,United Kingdom,55.378052,-3.435973,,0.013910555555555556,1,
